number,namefrom_station_code,type,zonefrom_station_code,from_station_code,from_station_name,to_station_code,to_station_name,departure,arrival,duration_h,duration_m,distance,return_train,sleeper,third_ac,second_ac,first_ac,first_class,chair_car,code,namecode,zonecode,state,address,latitude,longitude
17001,Sainagar Shirdi Secunderabad Express,Exp,SCR,SNSI,SAINAGAR SHIRDI,SC,SECUNDERABAD JN,17:10:00,09:20:00,16.0,10.0,776.0,17002,1,1,1,0,0,0,BHI,BAHERI,NER,Uttar Pradesh,"SH 37, Uttar Pradesh",79.5003221,28.777391
16611,Tuticorin Coimbatore Link Express,Exp,SR,TN,TUTICORIN,CBE,COIMBATORE JN,21:30:00,07:30:00,10.0,0.0,465.0,16612,1,1,0,0,0,0,BJO,BIJNOR,NR,Uttar Pradesh,"Bijnor, Uttar Pradesh",78.14680469999999,29.3856298
16614,COIMBATORE - RAJKOT Exp,Exp,SR,CBE,COIMBATORE JN,RJT,RAJKOT JN,23:45:00,20:05:00,44.0,20.0,2237.0,16613,1,1,1,0,0,0,BLQR,BILASPUR ROAD,NER,Uttar Pradesh,"Rampur, Uttar Pradesh",79.254263,28.865601
17014,Hyderabad-Pune Express,Exp,SCR,HYB,HYDERABAD DECCAN,PUNE,PUNE JN,22:45:00,13:15:00,14.0,30.0,649.0,17013,1,1,1,0,0,0,BKT,BAKSHI KA TALAB,NER,Uttar Pradesh,"Bakshi Ka Talab, Uttar Pradesh",80.922331,26.983452
17032,Hyderabad-Mumbai Express,Exp,SCR,HYB,HYDERABAD DECCAN,CSTM,MUMBAI CST,20:40:00,13:05:00,16.0,25.0,790.0,17031,1,1,1,1,0,0,BFPA,Bhopatpur,NER,Uttar Pradesh,"Bhopatpur, Uttar Pradesh",79.8051375,28.3754640974
17213,Narasapur-Nagarsol Express,Exp,SCR,NS,Narasapur,NSL,NAGARSOL,10:30:00,08:30:00,22.0,0.0,1086.0,17214,1,1,1,0,0,0,BADK,BARKA,NR,Uttar Pradesh,"State Highway 57, Uttar Pradesh",77.2733021582,29.0725646906
17225,Amaravati Express,Exp,SCR,BZA,VIJAYAWADA JN,UBL,HUBLI JN,18:55:00,09:40:00,14.0,45.0,693.0,17226,1,1,1,0,0,0,BMHR,BAMANHERI,NR,Uttar Pradesh,"Muzaffarnagar, Uttar Pradesh",77.70639,29.514762
17239,Simhadri Express,Exp,SCR,GNT,GUNTUR JN,VSKP,VISHAKAPATNAM,08:00:00,17:50:00,9.0,50.0,383.0,17240,0,0,0,0,0,1,BJ,BAHJOI,NR,Uttar Pradesh,"Bahjoi, Uttar Pradesh",78.6315064,28.4014996
17312,VASCO DA GAMA - CHENNAI CENT Exp,Exp,SWR,VSG,VASCO DA GAMA,MAS,CHENNAI CENTRAL,14:30:00,11:55:00,21.0,25.0,1070.0,17311,1,1,1,0,0,0,BNSP,BANSAPAHAR,WCR,Uttar Pradesh,"Uttar Pradesh, Uttar Pradesh",81.050022,25.055505
17314,HUBLI - CHENNAI CENT Weekly Exp,Exp,SWR,UBL,HUBLI JN,MAS,CHENNAI CENTRAL,20:20:00,11:55:00,15.0,35.0,834.0,17313,1,1,1,0,0,0,BLP,Balrampur,NER,Uttar Pradesh,"Balrampur, Uttar Pradesh",82.16066989870001,27.4158206073
17415,Haripriya Express,Exp,SCR,TPTY,TIRUPATI MAIN,KOP,C SHAHU M RAJ KOLHAPUR TERM,20:30:00,16:35:00,20.0,5.0,903.0,17416,1,1,1,0,0,0,BIC,Bichia,NER,Uttar Pradesh,"Bichia, Uttar Pradesh",81.2720808,28.1830705
18192,Utsarg Express,Exp,SER,CPA,KANPUR ANWARGANJ,CPR,CHHAPRA,16:25:00,08:35:00,16.0,10.0,549.0,18191,1,1,0,0,0,0,BRY,BAREILLY,NER,Uttar Pradesh,"Bareilly, Uttar Pradesh",79.4109744,28.3372843
17609,PATNA - PURNA Exp,Exp,SCR,PNBE,PATNA JN,PAU,PURNA JN,23:10:00,07:05:00,31.0,55.0,1819.0,17610,1,1,1,0,0,0,BPRA,BARIPURA,NCR,Uttar Pradesh,"National Highway 86, Uttar Pradesh",79.943488,25.340728
18302-Slip,Sambalpur Express Slip,Exp,?,RGDA,RAYAGADA,PURI,PURI,14:30:00,07:15:00,16.0,45.0,695.0,,1,0,0,0,0,0,CKYD,CHAKRA ROAD,NER,Uttar Pradesh,"Chakara Road Halt, Uttar Pradesh",83.672178,26.001213
12610,BANGALORE - CHENNAI CENT SF Intercity Exp,SF,SWR,SBC,BANGALORE CITY JN,MAS,CHENNAI CENTRAL,08:00:00,14:30:00,6.0,30.0,362.0,12609,0,0,0,0,0,1,BNQL,BHANKALA HALT,NR,Uttar Pradesh,"State Highway 57, Uttar Pradesh",77.4743493237,29.8455908377
16526,BANGALORE - KANNIYAKUMARI Island Exp,Exp,SWR,SBC,BANGALORE CITY JN,CAPE,KANYAKUMARI,21:40:00,19:00:00,21.0,20.0,944.0,16525,1,1,1,0,0,0,BRLI,Barauli,NCR,Uttar Pradesh,"National Highway 11B, Uttar Pradesh",77.424988,26.552056
18420,Darbhanga-Puri Weekly Express,Exp,ECoR,DBG,DARBHANGA JN,PURI,PURI,07:00:00,03:20:00,20.0,20.0,942.0,18419,1,1,1,0,0,0,KAT,KHATAULI,NR,Uttar Pradesh,"Khatauli, Uttar Pradesh",77.736988,29.273712
18426,DURG - PURI Exp,Exp,ECoR,DURG,DURG,PURI,PURI,16:25:00,09:15:00,16.0,50.0,786.0,18425,1,1,1,0,0,0,PQY,PABLI KHAS,NR,Uttar Pradesh,"Meerut, Uttar Pradesh",77.698335,29.05601
18452-Slip,Tapaswini Express Slip,Exp,?,PURI,PURI,RGDA,RAYAGADA,20:40:00,13:20:00,16.0,40.0,696.0,18451,1,0,0,0,0,0,GUH,GULDHAR,NR,Uttar Pradesh,"Ghaziabad, Uttar Pradesh",77.455792,28.703752
18510,Nanded-Visakhapatnam Express,Exp,ECoR,NED,HUZUR SAHIB NANDED,VSKP,VISHAKAPATNAM,16:15:00,10:15:00,18.0,0.0,973.0,18509,1,1,1,0,0,0,BSC,Bulandshahr,NR,Uttar Pradesh,"Bulandshahr, Uttar Pradesh",77.8482415,28.3919187
18601,Rourkela-JammuTawi Express,Exp,SER,ROU,ROURKELA,JAT,JAMMU TAWI,11:15:00,13:40:00,50.0,25.0,2158.0,,1,1,1,0,0,0,BTG,BASHARATGANJ,NR,Uttar Pradesh,"Bareilly, Uttar Pradesh",79.2851956,28.288009
19054,MUZAFFARPUR - SURAT Exp,Exp,WR,MFP,MUZAFFARPUR JN,ST,SURAT,19:30:00,17:10:00,45.0,40.0,2136.0,19053,1,1,0,0,0,0,BRG,BARGARH,NCR,Uttar Pradesh,"Kaushambi, Uttar Pradesh",81.4500584753,25.164270416300003
19263,Porbandar-Delhi Sarai Rohilla (Biweekly) Express,Exp,WR,PBR,PORBANDAR,DEE,DELHI SARAI ROHILLA,15:05:00,19:35:00,28.0,30.0,1392.0,19264,1,1,1,0,0,0,BYHA,BARYA RAM,NR,Uttar Pradesh,"THAKUR Rd, Uttar Pradesh",82.22659200000001,25.566931
19130,Ahmedabad Baroda Express,Exp,WR,ADI,AHMEDABAD JN,BRC,VADODARA JN,14:40:00,17:15:00,2.0,35.0,100.0,19129,0,0,0,0,0,0,BXM,BELRAYAN,NER,Uttar Pradesh,"Tikapur, Uttar Pradesh",80.915268,28.379381
19801,Kota-Indore Intercity Express,Exp,WCR,KOTA,KOTA JN,INDB,INDORE JN BG,06:30:00,14:20:00,7.0,50.0,433.0,19802,0,0,0,0,0,0,CH,CHANDAUSI JN,NR,Uttar Pradesh,"Chandausi, Uttar Pradesh",78.780268,28.458626
19569,Okha Varanasi Express,Exp,WR,OKHA,OKHA,BSB,VARANASI JN,13:45:00,05:00:00,39.0,15.0,2041.0,19570,1,1,1,0,0,0,CPJ,KAPTANGANJ JN,NER,Uttar Pradesh,"Captainganj, Uttar Pradesh",83.69990700000001,26.926388
22853,Kolkata Shalimar-Visakhapatnam Superfast express,SF,SER,SHM,KOLKATA SHALIMAR,VSKP,VISHAKAPATNAM,18:15:00,08:20:00,14.0,5.0,880.0,22854,1,1,1,0,0,0,DEO,DEOKALI,NER,Uttar Pradesh,"State Highway 90, Uttar Pradesh",80.705156,27.977317000000003
28242,Chirmiri Durg Express Cum Pass,Exp,SECR,CHRM,Chirmiri,DURG,DURG,20:05:00,09:10:00,13.0,5.0,381.0,,1,0,0,0,0,0,DLR,DULLAHAPUR,NER,Uttar Pradesh,"SH 67, Uttar Pradesh",83.423264,25.799898
18304,PURI - SAMBALPUR Intercity Exp,Exp,ECoR,PURI,PURI,SBP,SAMBALPUR,15:45:00,22:15:00,6.0,30.0,341.0,18303,0,0,0,0,0,1,BQF,BARAHMUAFI,WCR,Uttar Pradesh,"Uttar Pradesh, Uttar Pradesh",81.009932,25.039892
38444,Panskura Howrah EMU,MEMU,?,PKU,PANSKURA,HWH,HOWRAH JN,10:10:00,12:00:00,1.0,50.0,71.0,38445,0,0,0,0,1,0,FAP,FAKHARPUR HALT,NR,Uttar Pradesh,"Fakharpur, Uttar Pradesh",77.293521,28.846965
38448,Panskura Howrah EMU,MEMU,?,PKU,PANSKURA,HWH,HOWRAH JN,11:20:00,13:15:00,1.0,55.0,71.0,38449,0,0,0,0,1,0,GZT,GHAZIPUR GHAT,NER,Uttar Pradesh,"Ghazipur, Uttar Pradesh",83.60480199999999,25.60028
38846,Kolaghat-Howrah EMU,MEMU,?,KIG,KOLAGHAT GOODS,HWH,HOWRAH JN,11:10:00,12:45:00,1.0,35.0,55.0,,0,0,0,0,0,0,AHM,AHIMANPUR,NER,Uttar Pradesh,"St Ravidas Nagar, Uttar Pradesh",82.511544,25.252404
40501,Chennai Beach Chengulpet EMU,MEMU,SR,MSB,CHENNAI BEACH,CGL,CHENGALPATTU,03:55:00,05:40:00,1.0,45.0,63.0,,0,0,0,0,0,0,DRGJ,DARAGANJ,NER,Uttar Pradesh,"Allahabad, Uttar Pradesh",81.87998999999999,25.44265
40701,Chennai Beach Tirumalpur EMU,MEMU,SR,MSB,CHENNAI BEACH,TMLP,TIRUMALPUR,07:05:00,10:05:00,3.0,0.0,112.0,,0,0,0,0,0,0,DXH,DUHAI,NR,Uttar Pradesh,"Uttar Pradesh, Uttar Pradesh",77.480363,28.730283
41001,Chennai Beach Velachery EMU,MEMU,SR,MSB,CHENNAI BEACH,VLCY,Velachery,04:15:00,04:55:00,0.0,40.0,18.0,,0,0,0,0,0,0,DWJ,DWARKAGANJ,NR,Uttar Pradesh,"Sultanpur, Uttar Pradesh",82.109076,26.316418
41053,Chennai Beach Velachery EMU,MEMU,SR,MSB,CHENNAI BEACH,VLCY,Velachery,09:55:00,10:35:00,0.0,40.0,18.0,,0,0,0,0,0,0,BHGP,Bhagirathpur,NER,Uttar Pradesh,"National Highway 29, Uttar Pradesh",83.38771,27.326628
55321,MORADABAD  - RAMNAGAR PASSENGER,Pass,NER,MB,MORADABAD,RMR,RAMNAGAR,07:10:00,09:35:00,2.0,25.0,77.0,55322,0,0,0,0,0,0,NDJ,NANDGANJ,NER,Uttar Pradesh,"National Highway 29, Uttar Pradesh",83.396867,25.54457
40516,Chengulpet Chennai Beach Semi Fast EMU (12 Car),MEMU,SR,CGL,CHENGALPATTU,MSB,CHENNAI BEACH,07:25:00,08:57:00,1.0,32.0,59.0,40515,0,0,0,0,0,0,DYU,DIYURI,NER,Uttar Pradesh,"Diyuri, Uttar Pradesh",79.87601000000001,28.603253
40521,Chennai Beach Chengulpet EMU,MEMU,SR,MSB,CHENNAI BEACH,CGL,CHENGALPATTU,08:56:00,10:40:00,1.0,44.0,59.0,40520,0,0,0,0,0,0,DYP,Daryapur,NR,Uttar Pradesh,"National Highway 24B, Uttar Pradesh",81.248588,26.182799
40524,Chengulpet Chennai Beach EMU,MEMU,SR,CGL,CHENGALPATTU,MSB,CHENNAI BEACH,08:35:00,10:23:00,1.0,48.0,59.0,40523,0,0,0,0,0,0,CBN,CHIT BARAGAON,NER,Uttar Pradesh,"Chitbaragaon, Uttar Pradesh",84.00154,25.744109
40706,Tirumalpur Chennai Beach Fast EMU,MEMU,SR,TMLP,TIRUMALPUR,MSB,CHENNAI BEACH,07:50:00,10:25:00,2.0,35.0,108.0,40707,0,0,0,0,0,0,FRDH,Faridaha Halt,NER,Uttar Pradesh,"Aunrihar, Uttar Pradesh",83.12602199999999,25.557959
41109,Chennai Beach Velachery EMU,Pass,SR,MSB,CHENNAI BEACH,VLCY,Velachery,18:25:00,19:05:00,0.0,40.0,18.0,,0,0,0,0,0,0,GDHA,GODHA,NR,Uttar Pradesh,"Godha, Uttar Pradesh",78.141225,28.005897
41112,Velachery Chennai Beach Passenger,Pass,?,VLCY,Velachery,MSB,CHENNAI BEACH,19:00:00,19:40:00,0.0,40.0,0.0,41111,0,0,0,0,0,0,NGL,NANGAL,NR,Uttar Pradesh,"Saharanpur, Uttar Pradesh",77.62227,29.832554
41125,Chennai Beach Velachery EMU,MEMU,?,MSB,CHENNAI BEACH,VLCY,Velachery,20:20:00,21:00:00,0.0,40.0,18.0,,0,0,0,0,0,0,MOZ,MUZAFFARNAGAR,NR,Uttar Pradesh,"MuzaffarNagar, Uttar Pradesh",77.707807,29.468689
41127,Chennai Beach Velachery EMU,Pass,SR,MSB,CHENNAI BEACH,VLCY,Velachery,20:45:00,21:25:00,0.0,40.0,18.0,,0,0,0,0,0,0,DRLA,DAURALA,NR,Uttar Pradesh,"Meerut, Uttar Pradesh",77.70616000000001,29.114015
41129,Chennai Beach Velachery EMU,MEMU,?,MSB,CHENNAI BEACH,VLCY,Velachery,21:10:00,21:50:00,0.0,40.0,18.0,,0,0,0,0,0,0,MDNR,MODINAGAR,NR,Uttar Pradesh,"Ghaziabad, Uttar Pradesh",77.571716,28.827907
42414,Spe-Mas Emu Local,MEMU,SR,SPE,SULLURUPETA,MAS,CHENNAI CENTRAL,15:15:00,17:40:00,2.0,25.0,83.0,,0,0,0,0,0,0,GAW,Gainjahwa,NER,Uttar Pradesh,"MDR 10E, Uttar Pradesh",82.24506478820001,27.4546557588
42420,Sullurpeta Chennai EMU,MEMU,SR,SPE,SULLURUPETA,MAS,CHENNAI CENTRAL,20:20:00,22:25:00,2.0,5.0,83.0,,0,0,0,0,1,0,GH,GHUGHULI,NER,Uttar Pradesh,"Ghughli Bazar, Uttar Pradesh",83.7137745453,27.0539516142
42422,Spe-Mas Emu Local,MEMU,SR,SPE,SULLURUPETA,MAS,CHENNAI CENTRAL,21:40:00,23:45:00,2.0,5.0,83.0,,0,0,0,0,1,0,SJGH,SARAI JAGDISH,NER,Uttar Pradesh,"National Highway 2, Uttar Pradesh",82.365134,25.30009
43401,Chennai Central Arakkonam Fast,MEMU,SR,MAS,CHENNAI CENTRAL,AJJ,ARAKKONAM,05:30:00,06:55:00,1.0,25.0,68.0,,0,0,0,0,0,0,GCT,GHAZIPUR CITY,NER,Uttar Pradesh,"Ghazipur, Uttar Pradesh",83.568045,25.583144
47130,Lingampalli Hyderabad MMTS,Hyd,SCR,LPI,LINGAMPALLI,HYB,HYDERABAD DECCAN,08:10:00,08:50:00,0.0,40.0,25.0,,0,0,0,0,0,0,GTRA,GOTRA HALT,NR,Uttar Pradesh,"Gotra, Uttar Pradesh",77.30096,28.807889
47163,Falaknuma Lingampalli MMTS,Hyd,SCR,FM,KACHEGUDA FALAKNUMA,LPI,LINGAMPALLI,17:00:00,18:15:00,1.0,15.0,37.0,,0,0,0,0,0,0,GZN,NEW GHAZIABAD,NR,Uttar Pradesh,"Ghaziabad, Uttar Pradesh",77.43800800000001,28.674404
47125,Hyderabad Lingampalli MMTS,Hyd,SCR,HYB,HYDERABAD DECCAN,LPI,LINGAMPALLI,21:50:00,22:30:00,0.0,40.0,25.0,47126,0,0,0,0,0,0,HLDR,HALDAUR,NR,Uttar Pradesh,"State Highway 76, Uttar Pradesh",78.275060462,29.2900815531
47146,Lingampalli Hyderabad MMTS,Hyd,SCR,LPI,LINGAMPALLI,HYB,HYDERABAD DECCAN,20:50:00,21:30:00,0.0,40.0,25.0,,0,0,0,0,0,0,GTF,GUMTHAL,NR,Uttar Pradesh,"Raja Ka Sahaspur, Uttar Pradesh",78.757645,28.484002
47183,Lingampalli Falaknuma MMTS,Hyd,SCR,LPI,LINGAMPALLI,FM,KACHEGUDA FALAKNUMA,14:30:00,15:45:00,1.0,15.0,37.0,,0,0,0,0,0,0,HRF,Hathras Kila,NCR,Uttar Pradesh,"Hathras(05722-242803), Uttar Pradesh",78.05801798589528,27.594876304064115
47187,Lingampalli Falaknuma MMTS,Hyd,SCR,LPI,LINGAMPALLI,FM,KACHEGUDA FALAKNUMA,17:10:00,18:30:00,1.0,20.0,37.0,,0,0,0,0,0,0,GTM,Ghatampur,NCR,Uttar Pradesh,"Ghatampur, Uttar Pradesh",80.174712,26.151304
47196,Secunderabad Hyderabad MMTS,Hyd,SCR,SC,SECUNDERABAD JN,HYB,HYDERABAD DECCAN,05:10:00,05:35:00,0.0,25.0,8.0,,0,0,0,0,0,0,IZN,IZZATNAGAR,NER,Uttar Pradesh,"Bareilly, Uttar Pradesh",79.421171,28.388266
47206,HYB Falaknuma Local,Hyd,SCR,HYB,HYDERABAD DECCAN,FM,KACHEGUDA FALAKNUMA,05:40:00,06:55:00,1.0,15.0,22.0,,0,0,0,0,0,0,HGJ,HARDUAGANJ,NCR,Uttar Pradesh,"Aligarh, Uttar Pradesh",78.1280258472,27.9904756211
50104,Ratnagiri Dadar Passenger,Pass,KR,RN,RATNAGIRI,DR,MUMBAI DADAR CENTRAL,05:30:00,14:20:00,8.0,50.0,422.0,50103,0,0,0,0,0,0,HIND,HIND,NR,Uttar Pradesh,"State Highway 57, Uttar Pradesh",77.3634743811,29.5303888301
51147,Badnera Amravati Passenger,Pass,CR,BD,BADNERA JN,AMI,Amravati,19:50:00,20:05:00,0.0,15.0,6.0,51146,0,0,0,0,0,0,AILM,AILAM,NR,Uttar Pradesh,"State Highway 57, Uttar Pradesh",77.2915349414,29.2719947091
51187,BHUSAVAL - KATNI Passenger,Pass,CR,BSL,BHUSAVAL JN,KTE,KATNI,09:30:00,03:25:00,17.0,55.0,657.0,51188,1,0,0,0,0,0,JGG,JANGIGANJ,NER,Uttar Pradesh,"Allahabad, Uttar Pradesh",82.35067155089999,25.3053173094
51195,Wardha Balharshah Passenger,Pass,CR,WR,WARDHA JN,BPQ,BALHARSHAH,07:15:00,10:30:00,3.0,15.0,132.0,,0,0,0,0,0,0,HZR,Hafizpur,NR,Uttar Pradesh,"Hafizpur, Uttar Pradesh",77.785833,28.671653
51259,Wardha Nagpur Passenger,Pass,WCR,WR,WARDHA JN,NGP,NAGPUR,18:08:00,20:15:00,2.0,7.0,78.0,51260,0,0,0,0,0,0,JRJ,JARGAON,NR,Uttar Pradesh,"Chandausi, Uttar Pradesh",78.768653,28.560472
51323,Daund Baramati Shuttle,Pass,CR,DD,DAUND JN,BRMT,Baramati,05:25:00,06:45:00,1.0,20.0,44.0,,0,0,0,0,0,0,KEG,KARENGI,NR,Uttar Pradesh,"Karengi, Uttar Pradesh",79.041353,28.346844
51348,Baramati Daund Passenger,Pass,CR,BRMT,Baramati,DD,DAUND JN,22:10:00,23:30:00,1.0,20.0,43.0,,0,0,0,0,0,0,JKN,JAKHANIAN,NER,Uttar Pradesh,"State Highway 67, Uttar Pradesh",83.369563,25.740942
51405,Miraj- Castle Rock Passenger,Pass,CR,MRJ,MIRAJ JN,CLR,CASTLE ROCK,17:25:00,23:15:00,5.0,50.0,213.0,51406,0,0,0,0,0,0,KB,KHAIRATABAD,NER,Uttar Pradesh,"Sitapur National Highway 24, Uttar Pradesh",80.740844,27.521338
51408,Kolhapur Miraj Passenger,Pass,CR,KOP,C SHAHU M RAJ KOLHAPUR TERM,MRJ,MIRAJ JN,21:30:00,22:55:00,1.0,25.0,47.0,51407,0,0,0,0,0,0,JKP,JHAREKAPUR,NER,Uttar Pradesh,"Sitapur, Uttar Pradesh",80.728934,27.680642
51411,Bellary-Dharwar Passenger,Pass,CR,BAY,BELLARY JN,DWR,DHARWAR,14:20:00,20:35:00,6.0,15.0,229.0,,0,0,0,0,0,0,JSB,Yamuna South Bank,NCR,Uttar Pradesh,"Uttar Pradesh, Uttar Pradesh",80.226651,25.902334
51424,Manmad Igatpuri Shuttle,Pass,CR,MMR,MANMAD JN,IGP,IGATPURI,14:30:00,17:40:00,3.0,10.0,123.0,51423,0,0,0,0,0,0,KCO,Kachhia Bridge,NER,Uttar Pradesh,"State Highway 33, Uttar Pradesh",78.863805,27.944171
51324,Baramati-Daund- Pune Passenger,Pass,CR,BRMT,Baramati,PUNE,PUNE JN,07:05:00,10:15:00,3.0,10.0,119.0,,0,0,0,0,0,0,KBE,KUREBHAR,NR,Uttar Pradesh,"MDR 66E, Uttar Pradesh",82.111598,26.409469
51434,Pandharpur Nizamabad Passenger,Pass,CR,PVR,PANDHARPUR,NZB,NIZAMABAD,06:00:00,23:05:00,17.0,5.0,533.0,51433,0,0,0,0,0,0,JUA,JARAUNA,NR,Uttar Pradesh,"Alamganj, Uttar Pradesh",82.399136,25.55713
51450,Solapur Pune Passenger,Pass,CR,SUR,SOLAPUR JN,PUNE,PUNE JN,23:00:00,06:15:00,7.0,15.0,264.0,51449,1,0,0,0,0,0,KBR,KABRAI,NCR,Uttar Pradesh,"National Highway 76, Uttar Pradesh",80.0382402954,25.3851912181
51611,KOTA - BINA Passenger,Pass,WCR,KOTA,KOTA JN,BINA,BINA JN,08:05:00,17:20:00,9.0,15.0,303.0,51612,0,0,0,0,0,0,KALI,Kaili,NR,Uttar Pradesh,"State Highway 18, Uttar Pradesh",77.75277,28.785394
51675,Katni Chopan Fast Passenger,Pass,CR,KTE,KATNI,CPU,CHOPAN,20:45:00,06:05:00,9.0,20.0,326.0,51676,0,0,0,0,0,0,KARH,Kakraha Rest House,NER,Uttar Pradesh,"State Highway 26, Uttar Pradesh",81.420529,27.998447
51685,Khandwa Bir Shuttle,Pass,CR,KNW,KHANDWA,BIR,Bir,13:10:00,14:00:00,0.0,50.0,33.0,51684,0,0,0,0,0,0,KHNM,Kunda Harnamganj,NR,Uttar Pradesh,"Kunda, Uttar Pradesh",81.509547,25.714175
51818,BANDIKUI AGRA PASS,Pass,NCR,BKI,BANDIKUI JN,AF,AGRA FORT,06:10:00,09:55:00,3.0,45.0,150.0,51817,0,0,0,0,0,0,KLB,KIRAOLI,NCR,Uttar Pradesh,"Kiraoli, Uttar Pradesh",77.78581199999999,27.133898
51821,JHANSI - KHUJURAHO Passenger,Pass,NCR,JHS,JHANSI JN,KURJ,KHAJURAHO,07:10:00,11:55:00,4.0,45.0,201.0,51822,0,0,0,0,0,0,KJLU,KHARI JHALU,NR,Uttar Pradesh,"Jhalu, Uttar Pradesh",78.21890400000001,29.331864
51901,Agra Delhi Passenger,Pass,NCR,AGC,AGRA CANTT,DLI,OLD DELHI,08:02:00,15:45:00,7.0,43.0,197.0,51902,0,0,0,0,0,0,KJY,Khurja City,NR,Uttar Pradesh,"Sikri, Uttar Pradesh",77.84116100000001,28.252454
52041,Miyagam Dabhoi Mix Passenger,Pass,WR,MYGL,MIYAGAM KARJAN JUNCTION NG,DB,Dabhoi Junction,09:50:00,11:30:00,1.0,40.0,32.0,52042,0,0,0,0,0,0,KS,KHETA SARAI,NR,Uttar Pradesh,"Nawab Yousuf Rd, Uttar Pradesh",82.6886636169,25.9657745832
52138,Achalpur Murtajapur Passenger,Pass,CR,ELP,Achalpur,MZR,MURTAJAPUR,11:15:00,14:45:00,3.0,30.0,76.0,52137,0,0,0,0,0,0,KZS,KUAKHERA HALT,NR,Uttar Pradesh,"Chandausi, Uttar Pradesh",78.76651700000001,28.546471
52183,Bari Mohari Sirmuttra Passenger,Pass,NCR,BARI,Bari,SRMT,Sirmuttra,14:45:00,16:25:00,1.0,40.0,38.0,,0,0,0,0,0,0,KYBR,Khairatiya Bandh Road,NER,Uttar Pradesh,"Khairatiya, Uttar Pradesh",81.081765,28.272292
52217,Kasganj Bareilly Passenger,Pass,NER,KSJF,Kasganj Mg,BRY,BAREILLY,21:15:00,00:20:00,3.0,5.0,104.0,52218,0,0,0,0,0,0,LOG,LOHGARA,NCR,Uttar Pradesh,"Lohgara, Uttar Pradesh",81.73019000000001,25.25045
52233,Pilibhit Shahjahanpur Passenger,Pass,NER,PBE,PILIBHIT JN,SZP,Shahjahanpur,10:15:00,12:55:00,2.0,40.0,84.0,52234,0,0,0,0,0,0,LMN,Lachhmanpur,NR,Uttar Pradesh,"Unchahar, Uttar Pradesh",81.25726300000001,26.050472
52263,Gonda Nepalganj Passenger,Pass,NER,GD,GONDA JN,NPR,Nepalganj Road,13:20:00,17:05:00,3.0,45.0,114.0,52264,0,0,0,0,0,0,MEM,MAU AIMMA,NR,Uttar Pradesh,"Allahabad, Uttar Pradesh",81.91377,25.698324
52264,Nepalganj Gonda Passenger,Pass,NER,NPR,Nepalganj Road,GD,GONDA JN,15:00:00,18:50:00,3.0,50.0,114.0,52263,0,0,0,0,0,0,MEQ,MALETHU KANAK,NR,Uttar Pradesh,"Bikapur, Uttar Pradesh",82.124891,26.60377
52265,Gonda Nepalganj Passenger,Pass,NER,GD,GONDA JN,NPR,Nepalganj Road,18:15:00,21:50:00,3.0,35.0,114.0,52264,0,0,0,0,0,0,MBS,MADHOSINGH,NER,Uttar Pradesh,"SH 5, Uttar Pradesh",82.552278,25.249931
52326,Saharsa-Forbesganj Passenger,Pass,?,SHC,SAHARSA JN,FBG,FORBESGANJ,13:45:00,20:40:00,6.0,55.0,112.0,52327,0,0,0,0,0,0,MIQ,MIRHAKUR,NCR,Uttar Pradesh,"Idgah Agra, Uttar Pradesh",77.8660122473,27.151203539700003
52328,Saharsa-Forbesganj Passenger,Pass,?,SHC,SAHARSA JN,FBG,FORBESGANJ,16:00:00,23:40:00,7.0,40.0,112.0,52329,0,0,0,0,0,0,MKP,MANIKPUR JN,NCR,Uttar Pradesh,"Manikpur, Uttar Pradesh",81.09365700000001,25.063492
52504,Narkatiaganj Bhikhna Thori Passenger,Pass,ECR,NKE,NARKATIAGANJ JN,BKF,Bhikhna Thori,09:30:00,11:00:00,1.0,30.0,0.0,52503,0,0,0,0,0,0,MGRR,MAGARPUR,NCR,Uttar Pradesh,"Mau Ranipur, Uttar Pradesh",78.858785,25.322705000000003
52506,Narkatiaganj Bhikhna Thori Passenger,Pass,ECR,NKE,NARKATIAGANJ JN,BKF,Bhikhna Thori,16:00:00,17:35:00,1.0,35.0,0.0,52505,0,0,0,0,0,0,MIH,MIHRAWAN,NR,Uttar Pradesh,"Nawab Yousuf Rd, Uttar Pradesh",82.694333,25.871178
52521,Sakri Laukaha Bazar Passenger,Pass,?,SKI,SAKRI JN,JJP,Jhanjharpur,22:30:00,23:30:00,1.0,0.0,19.0,52520,0,0,0,0,0,0,MIW,Mighauna,NER,Uttar Pradesh,"Mighauna, Uttar Pradesh",79.826515,28.24322
52537,Purnia Bihariganj Passenger,Pass,?,BNKI,Banmankhi Junction,BHGJ,Bihariganj,13:40:00,15:40:00,2.0,0.0,27.0,52538,0,0,0,0,0,0,MNDR,MANDI DHANAURA,NR,Uttar Pradesh,"Jyotiba Phule Nagar, Uttar Pradesh",78.26149799999999,28.953119
52540,Darjeeling Kurseong Toy Train,Pass,?,DJ,Darjeeling,KGN,Kurseong,09:15:00,11:55:00,2.0,40.0,31.0,52541,0,0,0,0,1,0,MNQ,MAINPURI,NCR,Uttar Pradesh,"Mainpuri, Uttar Pradesh",79.034774,27.216507
